count,curTime,inTime_secs,outTime_secs,procTime_secs,totalTime_secs
0,1568177874.0687885,0.10798072814941406,1.049041748046875e-05,7.62939453125e-06,0.10799884796142578
0,1568177874.5692377,0.10094594955444336,8.58306884765625e-06,8.58306884765625e-06,0.10096311569213867
0,1568177875.0696924,0.10095024108886719,6.9141387939453125e-06,7.152557373046875e-06,0.10096502304077148
0,1568177875.570151,0.10082244873046875,8.821487426757812e-06,8.58306884765625e-06,0.10084009170532227
0,1568177876.0705965,0.10116219520568848,6.67572021484375e-06,7.152557373046875e-06,0.10117602348327637
0,1568177876.5710175,0.10100913047790527,6.4373016357421875e-06,6.9141387939453125e-06,0.10102272033691406
0,1568177877.0712025,0.1007533073425293,7.3909759521484375e-06,7.867813110351562e-06,0.1007685661315918
0,1568177877.5716524,0.10109639167785645,6.198883056640625e-06,6.9141387939453125e-06,0.10110998153686523
0,1568177878.0720973,0.10173511505126953,6.67572021484375e-06,7.152557373046875e-06,0.10174918174743652
0,1568177878.572556,0.10094356536865234,6.67572021484375e-06,8.344650268554688e-06,0.10095810890197754
0,1568177879.0730217,0.10126614570617676,6.67572021484375e-06,7.62939453125e-06,0.10128045082092285
0,1568177879.573466,0.10235762596130371,7.3909759521484375e-06,7.62939453125e-06,0.10237288475036621
0,1568177880.0739102,0.1007993221282959,6.67572021484375e-06,7.62939453125e-06,0.10081338882446289
0,1568177880.5743694,0.10085535049438477,7.867813110351562e-06,9.298324584960938e-06,0.10087275505065918
0,1568177881.07483,0.1013939380645752,7.3909759521484375e-06,6.9141387939453125e-06,0.10140872001647949
0,1568177881.5752747,0.10100960731506348,7.152557373046875e-06,7.62939453125e-06,0.10102510452270508
0,1568177882.0757184,0.10055851936340332,6.4373016357421875e-06,6.9141387939453125e-06,0.10057282447814941
0,1568177882.5761628,0.1014258861541748,6.67572021484375e-06,7.152557373046875e-06,0.1014401912689209
0,1568177883.0766122,0.10102200508117676,7.3909759521484375e-06,8.344650268554688e-06,0.10103797912597656
0,1568177883.577072,0.10149526596069336,4.76837158203125e-06,8.344650268554688e-06,0.10150909423828125
0,1568177884.0775137,0.10181736946105957,5.9604644775390625e-06,7.3909759521484375e-06,0.10183119773864746
0,1568177884.577962,0.10139632225036621,7.3909759521484375e-06,7.152557373046875e-06,0.1014106273651123
0,1568177885.0783832,0.10053062438964844,6.198883056640625e-06,6.9141387939453125e-06,0.10054421424865723
0,1568177885.5788274,0.10086345672607422,7.3909759521484375e-06,7.3909759521484375e-06,0.10087800025939941
0,1568177886.079287,0.10098886489868164,6.9141387939453125e-06,7.3909759521484375e-06,0.10100340843200684
0,1568177886.5797431,0.10080957412719727,7.3909759521484375e-06,7.62939453125e-06,0.10082435607910156
0,1568177887.0802035,0.10088372230529785,6.9141387939453125e-06,7.62939453125e-06,0.10089850425720215
0,1568177887.5806475,0.10126161575317383,6.67572021484375e-06,7.152557373046875e-06,0.10127568244934082
0,1568177888.0810897,0.10136127471923828,6.4373016357421875e-06,6.9141387939453125e-06,0.10137486457824707
0,1568177888.581533,0.10108232498168945,6.4373016357421875e-06,7.152557373046875e-06,0.10109639167785645
0,1568177889.0819838,0.10124087333679199,7.152557373046875e-06,7.62939453125e-06,0.10125565528869629
0,1568177889.5824351,0.10128188133239746,6.67572021484375e-06,7.152557373046875e-06,0.10129618644714355
0,1568177890.0828912,0.10067439079284668,7.152557373046875e-06,7.867813110351562e-06,0.10068988800048828
0,1568177890.5833483,0.10125494003295898,7.3909759521484375e-06,8.106231689453125e-06,0.10127043724060059
0,1568177891.0838053,0.10152101516723633,8.106231689453125e-06,8.344650268554688e-06,0.10153818130493164
0,1568177891.5842502,0.10084724426269531,6.67572021484375e-06,7.3909759521484375e-06,0.1008615493774414
0,1568177892.0846934,0.10117816925048828,6.198883056640625e-06,7.152557373046875e-06,0.10119199752807617
0,1568177892.5848854,0.10082173347473145,6.198883056640625e-06,6.67572021484375e-06,0.10083484649658203
0,1568177893.0853298,0.10086870193481445,5.9604644775390625e-06,6.4373016357421875e-06,0.10088133811950684
0,1568177893.5857718,0.10152554512023926,3.814697265625e-06,6.4373016357421875e-06,0.10153603553771973
0,1568177894.0861907,0.10055232048034668,6.198883056640625e-06,6.67572021484375e-06,0.10056543350219727
0,1568177894.5866327,0.10075211524963379,5.9604644775390625e-06,6.67572021484375e-06,0.10076498985290527
0,1568177895.0870814,0.10167384147644043,6.198883056640625e-06,7.152557373046875e-06,0.10168719291687012
0,1568177895.5875225,0.1011354923248291,6.9141387939453125e-06,6.9141387939453125e-06,0.10114932060241699
0,1568177896.087965,0.10126328468322754,6.198883056640625e-06,6.67572021484375e-06,0.10127615928649902
0,1568177896.588416,0.1005854606628418,6.198883056640625e-06,7.152557373046875e-06,0.10059857368469238
0,1568177897.0888574,0.10064530372619629,5.7220458984375e-06,6.198883056640625e-06,0.10065770149230957
0,1568177897.589304,0.10100412368774414,6.198883056640625e-06,6.67572021484375e-06,0.10101723670959473
0,1568177898.0897462,0.1011209487915039,5.9604644775390625e-06,6.4373016357421875e-06,0.10113358497619629
0,1568177898.5901875,0.10063862800598145,6.198883056640625e-06,6.4373016357421875e-06,0.10065126419067383
0,1568177899.0906072,0.100677490234375,5.9604644775390625e-06,6.67572021484375e-06,0.10069012641906738
0,1568177899.59105,0.10100197792053223,6.198883056640625e-06,6.67572021484375e-06,0.10101509094238281
0,1568177900.091199,0.10140848159790039,5.7220458984375e-06,6.4373016357421875e-06,0.10142111778259277
0,1568177900.5916412,0.10056447982788086,5.9604644775390625e-06,6.198883056640625e-06,0.10057735443115234
0,1568177901.0920832,0.10076618194580078,5.7220458984375e-06,6.67572021484375e-06,0.10077881813049316
0,1568177901.5925493,0.10108232498168945,5.4836273193359375e-06,6.198883056640625e-06,0.10109448432922363
0,1568177902.0930007,0.1005256175994873,1.6450881958007812e-05,1.9073486328125e-05,0.10056185722351074
0,1568177902.5934498,0.10116171836853027,5.7220458984375e-06,6.9141387939453125e-06,0.10117483139038086
0,1568177903.0938914,0.10092687606811523,6.67572021484375e-06,6.9141387939453125e-06,0.10094094276428223
0,1568177903.594342,0.10101032257080078,4.0531158447265625e-06,6.67572021484375e-06,0.10102152824401855
0,1568177904.0947666,0.10104942321777344,6.9141387939453125e-06,6.4373016357421875e-06,0.10106348991394043
0,1568177904.5952148,0.10141849517822266,6.198883056640625e-06,7.152557373046875e-06,0.10143184661865234
0,1568177905.0955448,0.10056567192077637,6.4373016357421875e-06,7.3909759521484375e-06,0.10057973861694336
0,1568177905.5959861,0.10079336166381836,6.4373016357421875e-06,7.152557373046875e-06,0.10080695152282715
0,1568177906.096427,0.10092520713806152,6.4373016357421875e-06,6.67572021484375e-06,0.10093832015991211
0,1568177906.5968835,0.10092353820800781,6.4373016357421875e-06,7.152557373046875e-06,0.1009376049041748
0,1568177907.0973244,0.10227775573730469,6.198883056640625e-06,6.9141387939453125e-06,0.10229134559631348
0,1568177907.5977654,0.10058856010437012,6.67572021484375e-06,7.152557373046875e-06,0.1006021499633789
0,1568177908.0982146,0.10076665878295898,6.67572021484375e-06,7.3909759521484375e-06,0.10078072547912598
0,1568177908.5986562,0.1011664867401123,6.67572021484375e-06,7.152557373046875e-06,0.1011803150177002
0,1568177909.0990741,0.10129046440124512,6.67572021484375e-06,6.67572021484375e-06,0.1013038158416748
0,1568177909.5995243,0.10077190399169922,6.67572021484375e-06,7.152557373046875e-06,0.10078597068786621
0,1568177910.0999744,0.10096478462219238,7.152557373046875e-06,7.62939453125e-06,0.10097980499267578
0,1568177910.600424,0.10142064094543457,6.9141387939453125e-06,7.152557373046875e-06,0.10143518447875977
0,1568177911.100879,0.1007089614868164,6.9141387939453125e-06,7.3909759521484375e-06,0.1007232666015625
0,1568177911.6013298,0.10133171081542969,6.67572021484375e-06,7.152557373046875e-06,0.10134625434875488
0,1568177912.10178,0.10141730308532715,7.152557373046875e-06,7.867813110351562e-06,0.10143232345581055
0,1568177912.6022313,0.10089111328125,6.4373016357421875e-06,6.67572021484375e-06,0.10090470314025879
9,1568177913.1026704,0.0016484260559082031,0.0011942386627197266,0.003584146499633789,0.00642704963684082
125,1568177913.6032205,0.01841259002685547,0.026598453521728516,0.052718400955200195,0.09773015975952148
141,1568177914.1036472,0.026735305786132812,0.025071144104003906,0.0629274845123291,0.11473441123962402
144,1568177914.604067,0.02155470848083496,0.06815886497497559,0.06528019905090332,0.15499591827392578
9,1568177915.104463,0.016207456588745117,0.0019729137420654297,0.006082296371459961,0.024263858795166016
132,1568177915.604969,0.02340412139892578,0.040232181549072266,0.057111501693725586,0.12074828147888184
142,1568177916.105383,0.021016597747802734,0.017815351486206055,0.06200575828552246,0.10083794593811035
141,1568177916.6058228,0.02429938316345215,0.0263521671295166,0.06266188621520996,0.11331439018249512
142,1568177917.1062772,0.02212691307067871,0.02009725570678711,0.06155514717102051,0.10378003120422363
6,1568177917.6067038,0.08348202705383301,0.0008370876312255859,0.003683805465698242,0.08800339698791504
135,1568177918.1071882,0.020568132400512695,0.031758785247802734,0.05666089057922363,0.10898804664611816
147,1568177918.607616,0.02159404754638672,0.023064374923706055,0.06579041481018066,0.11044955253601074
153,1568177919.1080608,0.028603076934814453,0.04124951362609863,0.06813836097717285,0.13799238204956055
95,1568177919.6084557,0.011099100112915039,0.028713226318359375,0.038579702377319336,0.07839369773864746
54,1568177920.1089299,0.007832050323486328,0.0071125030517578125,0.018372297286987305,0.03331708908081055
150,1568177920.609423,0.01981806755065918,0.03071308135986328,0.09230589866638184,0.1428380012512207
9,1568177921.1098413,0.0990915298461914,0.0013935565948486328,0.005950450897216797,0.10643625259399414
182,1568177921.6102898,0.030702590942382812,0.02127361297607422,0.0725870132446289,0.12456345558166504
6,1568177922.1116385,0.0669562816619873,0.0014376640319824219,0.0056416988372802734,0.0740363597869873
182,1568177922.612101,0.025932788848876953,0.03825640678405762,0.08147668838500977,0.14566612243652344
105,1568177923.1125023,0.017375469207763672,0.02191305160522461,0.05519700050354004,0.09448599815368652
69,1568177923.6129408,0.018417835235595703,0.016626596450805664,0.040558815002441406,0.07560396194458008
6,1568177924.1133914,0.05282449722290039,0.001379251480102539,0.004688262939453125,0.05889272689819336
177,1568177924.6138794,0.023073673248291016,0.020404338836669922,0.06020951271057129,0.10368800163269043
6,1568177925.1143055,0.0456085205078125,0.0013582706451416016,0.005868434906005859,0.05283689498901367
173,1568177925.614808,0.017486095428466797,0.020532608032226562,0.05434679985046387,0.09236478805541992
177,1568177926.1152053,0.035700082778930664,0.021188735961914062,0.05444598197937012,0.11133551597595215
0,1568177926.6156306,0.10136604309082031,9.298324584960938e-06,0.0006830692291259766,0.10205864906311035
9,1568177927.1160548,0.002252340316772461,0.001650094985961914,0.0056607723236083984,0.009563684463500977
163,1568177927.6166627,0.024330615997314453,0.048609256744384766,0.05895686149597168,0.1318967342376709
174,1568177928.1171014,0.019522428512573242,0.023740053176879883,0.07141780853271484,0.11468076705932617
4,1568177928.6175194,0.005764484405517578,0.0010094642639160156,0.0042514801025390625,0.011026620864868164
173,1568177929.118039,0.026490449905395508,0.053415775299072266,0.06575798988342285,0.14566445350646973
174,1568177929.61842,0.022066116333007812,0.03019881248474121,0.07012605667114258,0.1223914623260498
0,1568177930.1188495,0.10092282295227051,1.6927719116210938e-05,0.001077890396118164,0.10201907157897949
9,1568177930.6192718,0.0016062259674072266,0.001172780990600586,0.0038137435913085938,0.006592750549316406
166,1568177931.119789,0.02043294906616211,0.02316880226135254,0.06591534614562988,0.10951757431030273
